CountryName,CountryCode,StartDate,EndDate,PolicyType,PolicyValue,Flag,InitialNote
Algeria,DZA,20210222,20210516,V3: Vaccine Financial Support,8215,,"Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.  https://web.archive.org/web/20210302080156/https://www.france24.com/en/africa/20210130-algeria-launches-its-covid-19-vaccination-campaign      Algeria received its first shipment of the Russian vaccine Friday at the Boufarik military airport, west of Algiers. Authorities did not indicate how many doses arrived, but the government had said it ordered a first batch of 500,000.  The North African nation is using Russia’s Sputnik-V vaccine, and a 65-year-old retiree received the first shot at a hospital in Blida, a city about 40 kilometers (25 miles) southwest of the capital, Algiers. Health authorities were on hand for the event.    “All measures have been taken to ensure a good rollout of the vaccination campaign on the national territory,” Health Minister Abderrahmane Benbouzid said.    Vaccines will get administered in all regions of the country starting Sunday with health care workers, elderly adults and other vulnerable populations.  Health worker Yacine Ali Messaoud, who received a shot of Sputnik-V on Saturday, told The Associated Press he “came to set an example for the young people of my region and Algerians in general, so they don’t feel fear and can be vaccinated.”    Dr. Omran Fatma Zahra, head of community medicine for the Ouled Yaich health district, said, the public reception to the rollout seemed positive.  “There are a lot of people. We have just vaccinated about 20 people with chronic diseases who are under observation. So, it’s going very well,” the doctor.    https://apnews.com/article/africa-health-algiers-coronavirus-pandemic-algeria-821c1ec10a1fe4371fd56fdaf42498bc"
Algeria,DZA,20210302,20210426,C4: Restrictions on gatherings,4,1,"All gatherings and public events remain banned, of all sizes, including all family gatherings.   https://web.archive.org/web/20210315232526/https://www.africanews.com/2021/02/15/mosques-reopen-in-algeria-as-covid-19-restrictions-ease-up//"
Algeria,DZA,20210302,20211129,H2: Testing policy,2,,"COVID-19 Testing    Are PCR and/or antigen tests available for U.S. citizens in Algeria? Yes.  If so, are test results reliably available within 72 hours? No. Not always. Can depend on volume of tests in processing.  Consult with the testing facility.   https://web.archive.org/web/20210315232547/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210316,20210426,C3: Cancel public events,2,1,"Public events remain banned.    Archived Web Link: https://archive.vn/v4djv"
Algeria,DZA,20210406,20210411,C1: School closing,3,1,"Schools are closed due to COVID-19 according to the Global Monitoring of School Closures by UNESCO.    https://web.archive.org/web/20210426094354/https://en.unesco.org/covid19/educationresponse"
Algeria,DZA,20210412,20210906,C1: School closing,1,1,"Schools are fully open with precautionary measures in place.  https://web.archive.org/web/20210516155333/https://en.unesco.org/covid19/educationresponse"
Algeria,DZA,20210427,20210516,C3: Cancel public events,1,1,"Mosques, restaurants, parks and cafes were permitted to reopen from 15 August 2020. This is conditional on social distancing and sanitary measures being in place. Mask wearing is obligatory and air conditioning and fans are banned.    https://web.archive.org/web/20210516164653/https://dz.usembassy.gov/covid-19-information/    "
Algeria,DZA,20210427,20210718,C4: Restrictions on gatherings,4,0,"There is a ban on gatherings such as marriages and funerals in the 19 provinces under curfew.    https://web.archive.org/web/20210516171815/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus  "
Algeria,DZA,20210517,20211010,C2: Workplace closing,1,1,"As per last update , most businesses have started reopening with strict adherence to SOPs  Quote: ""The types of businesses and services allowed to reopen nationwide include construction companies, real estate agencies, travel agencies, produce markets, bakeries, car rental companies, and government institutions. Restaurants and cafes have reopened in most provinces; hotels and mosques can also reopen. Residents must wear protective face coverings when in public, including in vehicles.""  Archive Link  http://web.archive.org/web/20210523205156/https://www.garda.com/crisis24/news-alerts/480766/algeria-authorities-cancel-plans-to-reopen-land-borders-due-to-covid-19-international-flights-to-resume-june-1-update-4  "
Algeria,DZA,20210517,20210920,C3: Cancel public events,2,0,"As per last update , there is ban on large gatherings in 19 provinces   Quote: ""There is a ban on gatherings such as marriages and funerals in the 19 provinces under curfew.""  Archive Link   http://web.archive.org/web/20210516171815/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus  "
Algeria,DZA,20210517,20210920,C5: Close public transport,1,0,"As per last update, public transport have started operating, however, in some provinces are reduced/closed down at specific times  Quote: ""Public transport is operating in all 58 of the nation's provinces. Taxis and app-based ride-sharing services have also begun running again, albeit under certain capacity limitations. ""  Archive Link  http://web.archive.org/web/20210523205156/https://www.garda.com/crisis24/news-alerts/480766/algeria-authorities-cancel-plans-to-reopen-land-borders-due-to-covid-19-international-flights-to-resume-june-1-update-4  _______________________________________________________________  Quote: ""A curfew is in effect from midnight to 4am in 19 provinces including the capital Algiers. The other provinces covered by the curfew are: Adrar, Laghouat, Batna, Bejaia, Blida, Tébessa, Tizi-Ouzou, Jijel, Sétif, Sidi Bel Abbes, Constantine, M’Sila, Ouargla, Oran, Boumerdes, El Oued, Tipaza and Touggourt.""  Archive Link  http://web.archive.org/web/20210516171815/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20210517,20210607,C7: Restrictions on internal movement,1,1,"As per last update, internal movement operation is limited with strict adherence to SOPs  Quote: ""Travel between provinces is now permitted though public transport options remain limited.""  Archive Link  http://web.archive.org/web/20210516171815/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus  _________________________________________________________  Quote: ""Are there restrictions on intercity or interstate travel? Yes""  Archive Link  http://web.archive.org/web/20210523190717/https://dz.usembassy.gov/covid-19-information/  ________________________________________________________  Quote: ""National rail services are operating, with passengers subject to body temperature scans before boarding trains. Domestic flights are operational.""  Archive Link  http://web.archive.org/web/20210523205156/https://www.garda.com/crisis24/news-alerts/480766/algeria-authorities-cancel-plans-to-reopen-land-borders-due-to-covid-19-international-flights-to-resume-june-1-update-4"
Algeria,DZA,20210517,20220205,E1: Income support,1,1,"As per last update, some support was provided to unemployed and poor along with support to healthcare sector   Quote: ""Key Policy Responses as of May 3, 2021  For the economic impact, the law includes 20bn for allowances to the unemployed because of COVID, and 11.5bn for transfers to poor households. ""  Archive Link  http://web.archive.org/web/20210525005728/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Algeria,DZA,20210517,20210524,H7: Vaccination policy,4,1,"Vaccines : SPUTNIK-V, SINOPHARM, ASTRO-ZENECA  health-care workers, the elderly and other vulnerable populations, police officers. However, as per last update, the government plans to intensify the vaccination campaign throughout nation   Quote: ""The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).”  There is a prioritization which includes age group, but the Ministry has not published specifics""  Archive Link  http://web.archive.org/web/20210523190717/https://dz.usembassy.gov/covid-19-information/  ____________________________________________________________________  Quote: ""Algeria was the first African country to receive 50?000 doses of the Russian vaccine Sputnik V on Jan 29, 2021, which will be prioritised for health-care workers, vulnerable people, and police officers. In a country with around 44 million people, this initial distribution is merely the start of a massive vaccination campaign that will require tremendous resources. The programme will be fully funded by the government""  Archive Link   http://web.archive.org/web/20210525012942/https://www.thelancet.com/journals/lanres/article/PIIS2213-2600%2821%2900083-7/fulltext  ________________________________________________________________  Quote: ""ALGIERS- A total of 247 new confirmed cases of Coronavirus (Covid-19), 151 recoveries and eight deaths have been reported over the last 24 hours in Algeria, the ministry of Health, Population and Hospital Reform said Monday in a statement.""   Archive Link  http://web.archive.org/web/20210525014233/https://www.aps.dz/en/health-science-technology/39428-coronavirus-247-new-cases-151-recoveries-8-deaths  _______________________________________________________________  Quote: ""ALGIERS- Prime Minister Abdelaziz Djerad instructed the minister of Health, Population and Hospital Reform to intensify, as from Monday, the vaccination campaign against Covid-19 nationwide, the Prime Minister's office said Sunday in a statement.""  Archive Link  http://web.archive.org/web/20210525014512/https://www.aps.dz/en/algeria/39413-covid-19-djerad-orders-to-intensify-vaccination-campaign-from-monday  ____________________________________________________  Quote: ""Vaccines will start being administered in all regions of the country on Sunday. The campaign is set to start with health care workers, the elderly and other vulnerable populations.""  Archive Link  https://archive.vn/eL8gO"
Algeria,DZA,20210517,20210815,V1: Vaccine Prioritisation,6866,,"Which vaccines are available in Algeria? SPUTNIK-V, SINOPHARM, ASTRO-ZENECA  The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).”  There is a prioritization which includes age group, but the Ministry has not published specifics.  The registration web page, available in French and Arabic, may not be accessible from the U.S. and can be found here:  http://www.sante.gov.dz/prevention/1067-inscription-pour-vaccination-covid-19-en-ligne.htm    http://web.archive.org/web/20210523190717/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210517,20210815,V2: Vaccine Availability,8216,,"Which vaccines are available in Algeria? SPUTNIK-V, SINOPHARM, ASTRO-ZENECA  The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).”  There is a prioritization which includes age group, but the Ministry has not published specifics.  The registration web page, available in French and Arabic, may not be accessible from the U.S. and can be found here:  http://www.sante.gov.dz/prevention/1067-inscription-pour-vaccination-covid-19-en-ligne.htm    Since the prioritization plan has not been shared, its difficult to ascertain which age brackets started getting the jabs. Therefore, the age brackets above 16 and below 60 have been left unchecked."
Algeria,DZA,20210517,20210815,V3: Vaccine Financial Support,8216,,"Vaccination campaign is funded by the government.    The Algerian national vaccination programme started in January 2021 and is using the AstraZeneca, Sinovac, Sputnik V and Sinopharm vaccines. The Government of Algeria has stated that British nationals resident in Algeria are eligible for vaccination if they choose to join the programme. The Algerian authorities have issued guidance on how to get a vaccine in Algeria (only available in Arabic and French). The guidance includes information on how you can register if you live in Algeria. You can also arrange a vaccination at local health care centers and pop-up vaccination clinics.    https://web.archive.org/web/20211007025700/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20210525,20211128,H7: Vaccination policy,3,1,"Which vaccines are available in Algeria? SPUTNIK-V, SINOPHARM, ASTRA-ZENECA  The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).”  There is a prioritization which includes age group, but the Ministry has not published specifics.  Archived Source: https://web.archive.org/web/20210607191807/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210608,20211128,C7: Restrictions on internal movement,0,,"Restrictions on inter-wilaya travel have previously been instated based on the epidemiological situation. Restrictions are currently suspended.  Archived Source: https://web.archive.org/web/20210712181721/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210608,20210726,C8: International travel controls,2,,"Land borders remain generally closed, with periodic exceptions. The Algerian government announced the reopening of non-cargo international air travel on June 1. Limited flights are available for certain qualifying travelers, and passengers arriving in Algeria must quarantine for five days at a government-selected hotel  at a cost of 33,000 dinars. Travelers must complete a COVID-19 test at the end of the five-day period. In mid-June, the government announced it would soon resume maritime travel. Domestic air travel resumed in early December.  Archived Source: https://web.archive.org/web/20210712181721/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210719,20211231,C4: Restrictions on gatherings,4,1,"Across the entire country, the ban on any kind of gathering, including family gatherings such as weddings and circumcision parties, will remain in place.  https://web.archive.org/web/20210920141056/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210727,20211216,C8: International travel controls,1,,"The Algerian authorities have scrapped the quarantine period for people arriving in the country despite a surge in coronavirus infections.  All arrivals are now only required to present a negative PCR test taken in the last 36 hours, and take a new one on arrival.   https://web.archive.org/web/20210907130358/https://www.bbc.com/news/topics/cp7r8vglgyet/algeria"
Algeria,DZA,20210816,20210903,V1: Vaccine Prioritisation,6867,,"http://web.archive.org/web/20210523190717/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210816,20210903,V2: Vaccine Availability,8218,,"Which vaccines are available in Algeria? SPUTNIK-V, SINOPHARM, ASTRO-ZENECA  The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).”  There is a prioritization which includes age group, but the Ministry has not published specifics.  The registration web page, available in French and Arabic, may not be accessible from the U.S. and can be found here:  http://www.sante.gov.dz/prevention/1067-inscription-pour-vaccination-covid-19-en-ligne.htm    Since the prioritization plan has not been shared, its difficult to ascertain which age brackets started getting the jabs. Therefore, the age brackets above 16 and below 60 have been left unchecked."
Algeria,DZA,20210816,20210903,V3: Vaccine Financial Support,8218,,"Vaccination campaign is funded by the government.    The Algerian national vaccination programme started in January 2021 and is using the AstraZeneca, Sinovac, Sputnik V and Sinopharm vaccines. The Government of Algeria has stated that British nationals resident in Algeria are eligible for vaccination if they choose to join the programme. The Algerian authorities have issued guidance on how to get a vaccine in Algeria (only available in Arabic and French). The guidance includes information on how you can register if you live in Algeria. You can also arrange a vaccination at local health care centers and pop-up vaccination clinics.    https://web.archive.org/web/20211007025700/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20210904,,V1: Vaccine Prioritisation,-3,,"Following a nation wide vaccination campaign, all residents over 18+ are able to be vaccinated.     https://archive.vn/BXhnd"
Algeria,DZA,20210904,20211101,V2: Vaccine Availability,10506,,"From 4 September, a vaccination campaign in Algiers kicks off: Launching a nationwide vaccination campaign against the Covid-19, and which will run until September 11th, Bensouzid told a news conference early Saturday morning, at the Health ministry's headquarters, the campaign ""will enable us to reach our long-awaited goal of vaccinating at least 70% of Algerians by the end of 2021.""     Benbouzid called on people over the age of 18 to be vaccinated, adding that facilities are devoted to this purpose throughout the country and all the necessary conditions are met.    The minister stressed that record numbers of vaccinations will have to be achieved by the end of the year.    https://archive.vn/BXhnd"
Algeria,DZA,20210904,20211101,V3: Vaccine Financial Support,10506,,"vaccine free of charge: https://archive.vn/BXhnd "
Algeria,DZA,20210907,20210920,C1: School closing,2,1,"Schools were due to open on 7 September 2021 but have had their opening date delayed until 21 September 2021.   https://web.archive.org/web/20210920145534/https://www.dzbreaking.com/2021/08/18/covid-19-back-to-school-date-postponed/    "
Algeria,DZA,20210921,20211231,C1: School closing,0,,"According to UNESCO, schools have fully reopened on the 21st of September and have remained fully open up to this date.  Archived link: https://web.archive.org/web/20211010163241/https://en.unesco.org/covid19/educationresponse  "
Algeria,DZA,20210921,20211231,C3: Cancel public events,2,1,"Across the entire country, the ban on any kind of gathering, including family gatherings such as weddings and circumcision parties, will remain in place.  Archived link: https://web.archive.org/web/20211010164037/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20210921,20211010,C5: Close public transport,2,1,"Public transport options remain limited. Urban transport and rail services are suspended at the weekends.  Archived link: https://web.archive.org/web/20211007025700/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus  "
Algeria,DZA,20211011,20211019,C2: Workplace closing,1,0,"In wilayas under curfew, cafes, restaurants, fast-food outlets and ice cream vendors are only authorized to operate up to 50 percent of capacity.  https://web.archive.org/web/20211010164037/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211011,20211019,C5: Close public transport,2,0,"Public transportation (and depending on the wilaya, private transportation) may be disrupted on Fridays and Saturdays in the wilayas affected by a curfew.  https://web.archive.org/web/20211010164037/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211020,20211128,C2: Workplace closing,1,1,"Recreational areas, beaches, cultural centres, sports facilities, restaurants, fast food outlets, cafes and most markets are open. Hotels are open, with compulsory sanitary measures in place; facilities may be restricted.  https://web.archive.org/web/20211101120818/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20211020,20211219,C5: Close public transport,0,,"As all curfews have been lifted, public transport is fully operating.  https://web.archive.org/web/20211101111451/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211020,,C6: Stay at home requirements,0,,"The Algerian government has lifted all curfews nationwide.   https://web.archive.org/web/20211101111451/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211020,20211128,H8: Protection of elderly people,1,1,"The Algerian government has lifted all curfews nationwide.  https://web.archive.org/web/20211101111451/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211102,20211128,V2: Vaccine Availability,11506,,"no policy update"
Algeria,DZA,20211102,20211128,V3: Vaccine Financial Support,11506,,"no policy update"
Algeria,DZA,20211129,20211216,C2: Workplace closing,2,0,"Some businesses/religious facilities are closed due to restrictions such as Mosques, and Commercial Travel.  ----  https://web.archive.org/web/20210601061926/https://www.smartraveller.gov.au/destinations/africa/algeria  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/  https://web.archive.org/web/20211128102237/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20211129,20211219,C7: Restrictions on internal movement,2,0,"The government may impose additional restrictions should the epidemiological situation warrant it, some areas could be places under curfew.    ----  https://web.archive.org/web/20210601061926/https://www.smartraveller.gov.au/destinations/africa/algeria  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/  https://web.archive.org/web/20211128102237/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20211129,20211216,H3: Contact tracing,1,,"There is an app, but I am unable to find any information about the app or how to access it or use it or any public information available for how to use it.    -------  https://web.archive.org/web/20211219165155/https://www.technologyreview.com/2020/12/16/1014878/covid-tracing-tracker/  https://web.archive.org/web/20211219164318/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211129,20211219,H7: Vaccination policy,4,1,"There is a prioritization which includes age groups, but the ministry has not published specifics.  The registration page is not available for reference to confirm.    ----  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211129,,H8: Protection of elderly people,0,,"I was able to find any reference to protections of the elderly.    ---------------  ----  https://web.archive.org/web/20210601061926/https://www.smartraveller.gov.au/destinations/africa/algeria  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/  https://web.archive.org/web/20211128102237/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus  "
Algeria,DZA,20211129,20211219,V2: Vaccine Availability,16559,,"The priority was to achieve collective immunity by vaccinating more than 30 million Algerians, or two-thirds of the population of 45 million people and equivalent to all those over the age of 14.    Archived webpage: https://web.archive.org/web/20220110230654/https://www.al-fanarmedia.org/2021/10/algeria-begins-production-of-coronavac/"
Algeria,DZA,20211129,20211219,V3: Vaccine Financial Support,16559,,"The priority was to achieve collective immunity by vaccinating more than 30 million Algerians, or two-thirds of the population of 45 million people and equivalent to all those over the age of 14.    Archived webpage: https://web.archive.org/web/20220110230654/https://www.al-fanarmedia.org/2021/10/algeria-begins-production-of-coronavac/"
Algeria,DZA,20211130,,H2: Testing policy,3,,"U.S. citizens should be able to obtain a COVID-19 test (PCR) by contacting one of the following testing laboratories closest to their location. Average testing cost is approximately 8,800 DZD – 12,000 DZD.  https://web.archive.org/web/20220223221152/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211217,20211231,C2: Workplace closing,1,1,"Recreational areas, beaches, cultural centres, sports facilities, restaurants, fast food outlets, cafes and most markets are open. Weddings, funerals and other large gatherings are banned.  https://web.archive.org/web/20211128102237/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20211217,20211231,C8: International travel controls,3,,"Land borders remain generally closed, with periodic exceptions.  The Algerian government announced the reopening of non-cargo international air travel on June 1.  Limited flights are available, and criteria for entry under the new regulations is available from the government of Algeria.  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/    Limited international flights from Algeria have resumed. Domestic flights are operational. On arrival in Algeria you must present evidence of a negative COVID-19 (PCR) test result, taken in the 36 hours before departure. Further testing applies on arrival (see 'Travel').  https://web.archive.org/web/20210601061926/https://www.smartraveller.gov.au/destinations/africa/algeria"
Algeria,DZA,20211217,,H3: Contact tracing,0,,"No evidence of continued contact tracing in Algeria."
Algeria,DZA,20211220,20220110,C5: Close public transport,1,0,"Public transportation (and depending on the wilaya, private transportation) may be disrupted on Fridays and Saturdays in the wilayas affected by a curfew.    Archived webpage: https://web.archive.org/web/20220110184724/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20211220,,C7: Restrictions on internal movement,0,,"Travel between provinces is now permitted though public transport options remain limited.    Archived webpage: https://web.archive.org/web/20220110192459/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20211220,,H7: Vaccination policy,5,1,"The priority was to achieve collective immunity by vaccinating more than 30 million Algerians, or two-thirds of the population of 45 million people and equivalent to all those over the age of 14.    Archived webpage: https://web.archive.org/web/20220110230654/https://www.al-fanarmedia.org/2021/10/algeria-begins-production-of-coronavac/"
Algeria,DZA,20211220,20220110,V2: Vaccine Availability,16557,,"The priority was to achieve collective immunity by vaccinating more than 30 million Algerians, or two-thirds of the population of 45 million people and equivalent to all those over the age of 14.    Archived webpage: https://web.archive.org/web/20220110230654/https://www.al-fanarmedia.org/2021/10/algeria-begins-production-of-coronavac/"
Algeria,DZA,20211220,20220110,V3: Vaccine Financial Support,16557,,"The priority was to achieve collective immunity by vaccinating more than 30 million Algerians, or two-thirds of the population of 45 million people and equivalent to all those over the age of 14.    Archived webpage: https://web.archive.org/web/20220110230654/https://www.al-fanarmedia.org/2021/10/algeria-begins-production-of-coronavac/"
Algeria,DZA,20220101,,C1: School closing,1,1,"Primary schools, secondary schools and universities reopened in 2020, with additional COVID-19 measures in place. The 2021 to 22 school year began on 21 September. Universities re-opened in October.    https://web.archive.org/web/20220307013057/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20220101,20211231,C2: Workplace closing,2,0,
Algeria,DZA,20220101,,C2: Workplace closing,2,1,"Additionally, the “vaccination pass” is required to access public spaces and buildings to include:     Stadiums and locations for sporting events  Sports halls, gyms, and swimming pools  Meetings, seminars, and conferences  Cinemas, theaters, museums, and entertainment venues  National and local festivities and events  Lounges and exhibition fairs  Party halls  Hammams    https://web.archive.org/web/20220307014305/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20220101,,C3: Cancel public events,2,1,"Additionally, the “vaccination pass” is required to access public spaces and buildings to include:     Stadiums and locations for sporting events  Sports halls, gyms, and swimming pools  Meetings, seminars, and conferences  Cinemas, theaters, museums, and entertainment venues  National and local festivities and events  Lounges and exhibition fairs  Party halls  Hammams    https://web.archive.org/web/20220307014305/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20220101,20220110,C4: Restrictions on gatherings,4,1," Weddings, funerals and other large gatherings are allowed within certain rules.  https://web.archive.org/web/20220307013057/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus    Additionally, the “vaccination pass” is required to access public spaces and buildings.    https://web.archive.org/web/20220307014305/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20220101,20211231,C8: International travel controls,1,,
Algeria,DZA,20220101,,C8: International travel controls,3,,"Effective January 5, 2022, the Algerian government is requiring all travelers over the age of 18 entering or exiting Algeria to present a “vaccination pass” that proves complete COVID-19 vaccination.    Algeria closed all land borders and suspended non-cargo international air and maritime travel as of March 17, 2020. Limited domestic flights were resumed December 6, 2020, and the government launched a partial reopening for international passenger flights on June 1, with certain restrictions.    Is a negative COVID-19 test (PCR) required for entry? Yes  Are health screening procedures in place at airports and other ports of entry? Yes, the Algerian authorities require an antigen test for Covid upon arrival.    https://web.archive.org/web/20220307014305/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20220101,20220110,H6: Facial Coverings,4,1,
Algeria,DZA,20220111,,C4: Restrictions on gatherings,0,,"No information about restriction on gatherings.   https://web.archive.org/web/20220223221152/https://dz.usembassy.gov/covid-19-information/  https://web.archive.org/web/20220223221340/https://www.atlys.com/covid/algeria?from=united-states  "
Algeria,DZA,20220111,,C5: Close public transport,1,1,"05/01/22    According to atlys travel guide website, public transportations are operational but there are certain restrictions in place.  https://web.archive.org/web/20220205214630/https://www.atlys.com/covid/algeria?from=united-states    ""Travel between provinces is now permitted though public transport options remain limited.""  https://web.archive.org/web/20220205214551/https://www.gov.uk/foreign-travel-advice/algeria/coronavirus"
Algeria,DZA,20220111,,H6: Facial Coverings,3,1,"05/02/22    People are required to wear a protective mask when in public and those who do not comply may be subject to a fine.  https://web.archive.org/web/20211219161341/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20220111,20220205,V2: Vaccine Availability,19860,,"05/02/22  No changes found"
Algeria,DZA,20220111,20220205,V3: Vaccine Financial Support,19860,,"05/02/22  No changes found"
Algeria,DZA,20220206,,E1: Income support,0,,"No new income support is reported for 2022  https://web.archive.org/web/20220222004304/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Algeria,DZA,20220206,,E2: Debt/contract relief,0,,"No new income support is reported for 2022  https://web.archive.org/web/20220222004304/https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19"
Algeria,DZA,20220206,,V2: Vaccine Availability,22838,,"The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).” There is a prioritization which includes age group, but the Ministry has not published specifics.   https://web.archive.org/web/20220223221152/https://dz.usembassy.gov/covid-19-information/"
Algeria,DZA,20220206,,V3: Vaccine Financial Support,22838,,"The Algerian Ministry of Health has a website to register for a COVID-19 vaccine. It has also announced that individuals may register at public health units: “établissements publics de santé de proximité (EPSP).” There is a prioritization which includes age group, but the Ministry has not published specifics.   https://web.archive.org/web/20220223221152/https://dz.usembassy.gov/covid-19-information/"
Fiji,FJI,20200122,,H1: Public information campaigns,2,1,"  Regular public advisories on social media and government websites released starting from Jan 22:    https://web.archive.org/web/20200609073437/http://www.health.gov.fj/media-release-1-2019-novel-coronavirus/    https://web.archive.org/web/20200609073613/https://www.facebook.com/MoHFiji/photos/pcb.1771720962959435/1771720439626154/?type=3&theater="
Fiji,FJI,20200203,20200328,C8: International travel controls,3,,"The Fijian borders will be closed to all foreign nationals who have been in mainland China within 14 days of their intended travel to Fiji. Additional screening also in place.    https://web.archive.org/web/20200609053334/https://www.fbcnews.com.fj/news/fiji-to-close-boarders-to-foreign-nationals-amidst-coronavirus-outbreak/"
Fiji,FJI,20200311,20200416,H2: Testing policy,2,,"Fiji will now be able to test for COVID-19 at the Fiji Centre for Disease Control in Tamavua.    Fiji is the first country in the South Pacific to do the test.    https://web.archive.org/web/20200609080809/https://www.fijivillage.com/news/Fiji-now-able-to-test-for-COVID-19-at-Fiji-Centre-for-Disease-Control-in-Tamavua-4r5x8f/"
Fiji,FJI,20200316,20200620,C3: Cancel public events,2,1,"From today, cruise ships will be banned from berthing anywhere in Fiji and also all international events will not be allowed in Fiji and local events will be closed to all guests coming in from overseas.    https://web.archive.org/web/20200403194238/https://www.fbcnews.com.fj/news/pm-announces-new-covid-19-measures-including-ban-on-ships-and-visitors/"
Fiji,FJI,20200319,20200322,C1: School closing,3,0,"FROM tonight all schools and non-essential businesses in Lautoka will be closed until further notice.    This was announced by the Prime Minister Voreqe Bainimarama in a press conference regarding the COVID-19 pandemic in Suva today.    Mr Bainimarama said schools outside Lautoka will remain open.    https://web.archive.org/web/20200320103614/https://www.fijitimes.com/covid-19-lautoka-schools-closed-until-further-notice/"
Fiji,FJI,20200319,20200514,C2: Workplace closing,3,0,"FROM tonight all schools and non-essential businesses in Lautoka will be closed until further notice.  This was announced by the Prime Minister Voreqe Bainimarama in a press conference regarding the COVID-19 pandemic in Suva today.  Mr Bainimarama said schools outside Lautoka will remain open.  https://web.archive.org/web/20200320103614/https://www.fijitimes.com/covid-19-lautoka-schools-closed-until-further-notice/  businesses such as nightclubs, gyms, cinemas, swimming pools, fitness centres and recreational contact sporting engagements should also be closed and ceased everywhere in Fiji.   http://archive.vn/f4Ibm"
Fiji,FJI,20200319,20200621,C4: Restrictions on gatherings,3,1,"COVID-19: Gatherings of 20 or more people banned in Fiji    https://web.archive.org/web/20200609063737/https://www.fijivillage.com/news/COVID-19-Gatherings-of-20-or-more-people-banned-in-Fiji-f4rx85/"
