CountryName,CountryCode,Date,PolicyType,PolicyValue,Flag,Notes
Argentina,ARG,20200910,H1: Public information campaigns,2,1,"As of 21 September, the official website continues to update information, decrees, and advice on COVID-19 on a regular basis.    http://web.archive.org/web/20200921205313/https://www.argentina.gob.ar/salud/coronavirus-COVID-19"
Argentina,ARG,20200910,H3: Contact tracing,2,,"No changes found on contact tracing policy"
Argentina,ARG,20200921,C1: School closing,3,0,"Schools and universities, in almost the entire country, remain closed, due to COVID-19  pandemic.    Sources: http://web.archive.org/web/20200930083510/https://www.batimes.com.ar/news/argentina/government-extends-coronavirus-lockdown-until-october-11.phtml"
Argentina,ARG,20200921,C8: International travel controls,4,,"“President Alberto Fernández on Friday announced an extension of Argentina’s coronavirus quarantine for the next three weeks, starting Monday and running until October 11, with tighter enforcement in some inland provinces which are witnessing a worrying increase in cases (…) Borders remain closed, with limited exceptions.”    Source: http://web.archive.org/web/20200930083510/https://www.batimes.com.ar/news/argentina/government-extends-coronavirus-lockdown-until-october-11.phtml"
Argentina,ARG,20201001,C1: School closing,3,0,"Schools in Buenos Aires set to reopen next Tuesday.    Link: https://web.archive.org/web/20201010011240/https://www.lanacion.com.ar/sociedad/coronavirus-argentina-el-martes-proximo-reabren-escuelas-nid2473954"
Argentina,ARG,20201001,C3: Cancel public events,2,1,"No public events allowed.     the Buenos Aires administration will now try to advance in another high-impact measure: the authorization of cultural events in public outdoor spaces with a maximum participation of 300 people, although the final number could change. The proposal was put on the table in the last meetings that the Nation and City teams held, through both Cabinet Headquarters , and it is expected that there will be confirmations in the coming days.    Link: https://web.archive.org/web/20201011114230/https://www.lanacion.com.ar/buenos-aires/coronavirus-argentina-la-ciudad-pedira-habiliten-recitales-nid2472532"
Argentina,ARG,20201001,C5: Close public transport,2,0,"Is public transportation operating? Yes.  - Limited public transportation within cities with strict limitations is operating. Intercity transport is mostly suspended.    - Transport remains extremely restricted.  The Ministry of Transportation halted all Argentine intercity domestic buses, trains, and flights in March, and most of these services remain suspended due to the ongoing quarantine order.  - In the Buenos Aires metropolitan area, only essential workers with a circulation permit may board public transportation. These regulations are likely to remain in place for the duration of the quarantine order. "
Argentina,ARG,20201001,C6: Stay at home requirements,2,0,"The Government of Argentina has announced the extension of quarantine and social distancing measures. The following areas will remain in quarantine (“aislamiento social”) through at least October 11: the Buenos Aires Metropolitan Area; in addition to those places forming part of the Buenos Aires Metropolitan Area, the departments of General Pueyrredón, Bahía Blanca, and Tandil in Buenos Aires Province; the Manuel Belgrano, Ledesma, El Carmen, Palpalá, Susques, Yavi, Rinconada, and San Pedro departments of Jujuy; the Capital department of La Rioja; the Bariloche and Dina Huapi metropolitan areas and the General Roca department of Río Negro; the General José de San Martín, Cerrillos, Rosario de Lerma, General Güemes, La Caldera, Orán, and Capital departments of Salta; the Río Gallegos metropolitan area in Santa Cruz; the Capital and Banda departments of Santiago del Estero; and the Río Grande department of Tierra del Fuego. Per the latest order, most of the rest of the country remains in mandatory social distancing. Even in those provinces under mandatory social distancing, strict limits on travel, gatherings, and other activities apply. Media reports indicate that this period may be extended with some modifications; this has yet to be confirmed.    Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201001,C7: Restrictions on internal movement,2,1,"Travel between cities, departments, and provinces is restricted.    The government of Argentina has implemented additional travel restrictions to limit the spread of COVID-19. Only travelers with confirmed international flight reservations may travel from the provinces to the Buenos Aires metro area 24 hours in advance of the flight.    Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201001,C8: International travel controls,4,,"Per the latest Argentine government policy, any foreigner who is not a resident in Argentina will not be permitted to enter Argentina.     Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/  "
Argentina,ARG,20201001,H2: Testing policy,2,,"While Argentine government authorities may only test symptomatic patients, citizens may obtain COVID-19 tests at many private labs (diagnósticos/laboratorios). Appointments are generally required, citizens must pay for the cost of their own test.     Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201001,H3: Contact tracing,2,,"Contact tracing ongoing but criticised for being weak.    Link: https://web.archive.org/web/20201011123245/https://www.lanacion.com.ar/sociedad/covid-19-muchas-muertes-pocos-tests-argentina-cada-nid2473798  https://web.archive.org/web/20201011123255/https://www.lanacion.com.ar/sociedad/coronavirus-argentina-fuerte-reclamo-intensificar-testeos-provincias-nid2440801"
Argentina,ARG,20201001,H6: Facial Coverings,3,1," Masks or other face coverings are mandatory nationwide in public spaces, including public transportation and passenger vehicles.    Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201010,C1: School closing,3,0,"Some schools have reopened in the City of Buenos Aires only. Source: https://web.archive.org/web/20201020131402/https://www.perfil.com/noticias/sociedad/como-fue-el-regreso-a-clases-en-dos-escuelas-tecnicas-portenas.phtml"
Argentina,ARG,20201010,C2: Workplace closing,2,0,"Gyms, discos and other non-essential workplaces are allowed to open in some provinces. A general lockdown is in place until October 25. Source: https://web.archive.org/web/20201020131736/https://www.argentina.gob.ar/noticias/alberto-fernandez-extendio-el-aislamiento-social-preventivo-y-obligatorio-hasta-el-25-de"
Argentina,ARG,20201010,C4: Restrictions on gatherings,4,0,"Gatherings under 10 people are allowed in the provinces of La Pampa, Entre Ríos, San Juan, San Luis, Mendoza y Jujuy only. Gatherings are forbidden in the rest of the country. Source: https://web.archive.org/web/20201020131954/https://www.pagina12.com.ar/299764-dia-de-la-madre-en-que-provincias-estan-permitidas-las-reuni"
Argentina,ARG,20201010,C7: Restrictions on internal movement,2,1,"A general lockdown is in place until October 25. Source: https://web.archive.org/web/20201020131736/https://www.argentina.gob.ar/noticias/alberto-fernandez-extendio-el-aislamiento-social-preventivo-y-obligatorio-hasta-el-25-de"
Argentina,ARG,20201025,C7: Restrictions on internal movement,2,0,"From October 25 to November 8, some provinces will be under ASPO (Aislamiento social, preventivo y obligatorio = Social, Preventive and Compulsory Isolation) and some others will be under DISPO (Distanciamiento Social, Preventivo y Obligatorio = Social, preventive and mandatory distancing). Under DISPO, internal movement is allowed.    Provinces under ASPO: City of Buenos Aires, Buenos Aires, Chaco, Chubut, Córdoba, La Rioja, Mendoza, Neuquén, Río Negro, Salta, San Luis, Santa Cruz, Santa Fe, Santiago del Estero, Tierra del Fuego and Tucumán.    Provinces under DISPO: Misiones, Corrientes, Formosa, Entre Ríos, Catamarca, Jujuy, La Pampa and San Juan.     Source: https://web.archive.org/web/20201028220922/https://argentina.as.com/argentina/2020/10/25/actualidad/1603627708_473148.html"
Argentina,ARG,20201028,C1: School closing,3,1,"Ministry of Education is actively working on the ""Seguimos Educando"" plan, considering remote and hybrid schemas for education for 2021. In the meantime education remains remote.  https://web.archive.org/web/*/https://www.argentina.gob.ar/educacion/seguimos-educando-en-las-escuelas  "
Argentina,ARG,20201028,C2: Workplace closing,2,0,"Workers under ""preventive and compulsory social isolation"" should not attend their workplace. Where their tasks or other similar tasks can be performed from the place of isolation they must establish with their employer, in the context of good contractual faith, the conditions for performing them.  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento/aclaraciones"
Argentina,ARG,20201028,C3: Cancel public events,2,1,"""Social, preventive and compulsory isolation is an exceptional measure that the national government adopts in a critical context.In order to protect public health from the spread of the new coronavirus, it was provided that all persons who live, or are temporarily located, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimum and indispensable displacements to stock up on cleaning items, medicines and food.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201028,C4: Restrictions on gatherings,4,0,"""Social, preventive and compulsory isolation is an exceptional measure that the national government adopts in a critical context.In order to protect public health from the spread of the new coronavirus, it was provided that all persons who live, or are temporarily located, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimum and indispensable displacements to stock up on cleaning items, medicines and food.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201028,C5: Close public transport,2,0,"Is public transportation operating? Yes.  - Limited public transportation within cities with strict limitations is operating. Intercity transport is mostly suspended.    - Transport remains extremely restricted.  The Ministry of Transportation halted all Argentine intercity domestic buses, trains, and flights in March, and most of these services remain suspended due to the ongoing quarantine order.  - In the Buenos Aires metropolitan area, only essential workers with a circulation permit may board public transportation. These regulations are likely to remain in place for the duration of the quarantine order. "
Argentina,ARG,20201028,C6: Stay at home requirements,2,0,"""Social, preventive and compulsory isolation is an exceptional measure that the national government adopts in a critical context.In order to protect public health from the spread of the new coronavirus, it was provided that all persons who live, or are temporarily located, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimum and indispensable displacements to stock up on cleaning items, medicines and food.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201028,C7: Restrictions on internal movement,2,0,"Travel between cities, departments, and provinces is restricted.    The government of Argentina has implemented additional travel restrictions to limit the spread of COVID-19. Only travelers with confirmed international flight reservations may travel from the provinces to the Buenos Aires metro area 24 hours in advance of the flight.    Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201028,C8: International travel controls,4,,"Per the latest Argentine government policy, any foreigner who is not a resident in Argentina will not be permitted to enter Argentina.     Link: https://web.archive.org/web/20201009214732/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201028,E1: Income support,1,1,""" With the priority objective of assisting and containing vulnerable sectors of the citizenry and the inescapable purpose of guaranteeing essential rights, the National Government establishes an increase in the income ranges of the family group and the amounts of family allowances of 7.50%. The regulations comply with the provisions of Law 24,714, which stipulates the corresponding variations and exceptions."" (Google translation)    Source: http://web.archive.org/web/20200909114008/https://www.boletinoficial.gob.ar/detalleAviso/primera/234428/20200902 (in Spanish)"
Argentina,ARG,20201028,E2: Debt/contract relief,2,,"Rent amounts and mortgage loans are frozen. Until January 31, 2021, the monthly amount that was paid in March of this year will be payable. The provision includes UVA credits.  https://web.archive.org/web/*/https://www.argentina.gob.ar/economia/medidas-economicas-COVID19/alquileres"
Argentina,ARG,20201028,H1: Public information campaigns,2,1,"Up to date information on  https://web.archive.org/web/*/https://www.argentina.gob.ar/salud/coronavirus-COVID-19"
Argentina,ARG,20201028,H2: Testing policy,2,,"Protocol triggered by symptomatic case:  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201028,H3: Contact tracing,2,,"Close contact  Anyone who has provided care to a confirmed case while the case had symptoms or within 48 hours prior to the onset of symptoms and who has not used appropriate personal protective measures.  Anyone who has stayed at a distance of less than 2 meters with a confirmed case while the case had symptoms, or for 48 hours prior to the onset of symptoms for at least 15 minutes.  Anyone sharing a room, bathroom or kitchen with confirmed cases of COVID-19.  Anyone who attends community centres (dining room, club, parish, street stopers, etc.) and has maintained close proximity to a confirmed case, while the case had symptoms (less than 2 meters, for 15 minutes).  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201028,H6: Facial Coverings,3,1,"https://web.archive.org/web/*/https://www.argentina.gob.ar/salud/coronavirus/poblacion/barbijo"
Argentina,ARG,20201106,C1: School closing,3,1,"Ministry of Education is actively working on the ""Seguimos Educando"" plan, considering remote and hybrid schemas for education for 2021. In the meantime education remains remote.  https://web.archive.org/web/*/https://www.argentina.gob.ar/educacion/seguimos-educando-en-las-escuelas"
Argentina,ARG,20201106,C2: Workplace closing,2,0,"Since March 20, 2020, ""the workers achieved by the ""preventive and compulsory social isolation"" should not attend their place of work. When their tasks or other similar tasks can be carried out from the place of isolation, they must establish with their employer, within the framework of good contractual faith, the conditions for carrying them out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento/aclaraciones"
Argentina,ARG,20201106,C3: Cancel public events,2,1,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201106,C4: Restrictions on gatherings,4,0,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201106,C5: Close public transport,2,0,"""Is public transportation operating? Yes.  Limited public transportation within cities with strict limitations is operating.   In the Buenos Aires metropolitan area, only essential workers with a circulation permit may board public transportation. These regulations are likely to remain in place for the duration of the quarantine order. Travelers should expect further travel disruptions with little notice.""  https://web.archive.org/web/20201116171330/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201106,C6: Stay at home requirements,2,0,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201106,C7: Restrictions on internal movement,2,0,"""Are there restrictions on intercity or interstate travel? Yes.  Travel between cities, departments, and provinces is restricted. Additional information about movement exemptions can be found here  (In Spanish). Individual provinces may require additional local permits to enter or transit.  The government of Argentina has implemented additional travel restrictions to limit the spread of COVID-19. Only travelers with confirmed international flight reservations may travel from the provinces to the Buenos Aires metro area 24 hours in advance of the flight. U.S. Citizens intending to depart Argentina should carefully review and understand the documentary requirements in the “Departing Argentina,” and “Travel to Buenos Aires,” sections of this page (below) before planning their travel.""  https://web.archive.org/web/20201116171330/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201106,C8: International travel controls,3,,"""Argentine authorities are implementing a “tourism pilot program” for citizens and residents of bordering countries traveling to the Buenos Aires Metropolitan Area for tourism.  This program does not apply to the United States.  In addition to the sworn statement required of all passengers entering Argentina, persons entering under this pilot program must also present a negative COVID-19 PCR test within the 72 hours before travel and proof of medical insurance for COVID-19 that covers hospitalization or isolation for the duration of their stay in Argentina. Travelers under the program  must enter Argentina at Ministro Pistarini Ezeiza International Airport, San Fernando International Airport, or the Buquebus Ferry Terminal in Buenos Aires.  As Argentine authorities are still finalizing the details of this pilot program, persons who believe they meet its requirements should contact Argentine immigration directly.""  https://web.archive.org/web/20201116171330/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201106,E1: Income support,1,1,""" With the priority objective of assisting and containing vulnerable sectors of the citizenry and the inescapable purpose of guaranteeing essential rights, the National Government establishes an increase in the income ranges of the family group and the amounts of family allowances of 7.50%. The regulations comply with the provisions of Law 24,714, which stipulates the corresponding variations and exceptions."" (Google translation)    Source: http://web.archive.org/web/20200909114008/https://www.boletinoficial.gob.ar/detalleAviso/primera/234428/20200902 (in Spanish)"
Argentina,ARG,20201106,E2: Debt/contract relief,2,,"Rent amounts and mortgage loans are frozen. Until January 31, 2021, the monthly amount that was paid in March of this year will be payable. The provision includes UVA credits.  https://web.archive.org/web/*/https://www.argentina.gob.ar/economia/medidas-economicas-COVID19/alquileres"
Argentina,ARG,20201106,H1: Public information campaigns,2,1,"Coordinated public information campaign via this website: https://web.archive.org/web/*/https://www.argentina.gob.ar/salud/coronavirus-COVID-19"
Argentina,ARG,20201106,H2: Testing policy,2,,"Testing for those who are suspected, and ""the test that is carried out is the PCR, with a special circuit to have the result as soon as possible and thus be able to confirm or rule out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201106,H3: Contact tracing,2,,"""Close contacts will be identified and monitored daily for 14 days. The need for social assistance will be assessed to make isolation possible.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201106,H6: Facial Coverings,3,1,"""Masks or other face coverings are mandatory nationwide in public spaces, including public transportation and passenger vehicles.""  https://web.archive.org/web/*/https://ar.usembassy.gov/covid-19/  https://web.archive.org/web/20201110061316/https://www.argentina.gob.ar/salud/coronavirus/poblacion/salir-de-casa"
Argentina,ARG,20201117,C1: School closing,3,1,"Ministry of Education is actively working on the ""Seguimos Educando"" plan, considering remote and hybrid schemas for education for 2021. In the meantime education remains remote.  https://web.archive.org/web/*/https://www.argentina.gob.ar/educacion/seguimos-educando-en-las-escuelas"
Argentina,ARG,20201117,C2: Workplace closing,2,0,"Since March 20, 2020, ""the workers achieved by the ""preventive and compulsory social isolation"" should not attend their place of work. When their tasks or other similar tasks can be carried out from the place of isolation, they must establish with their employer, within the framework of good contractual faith, the conditions for carrying them out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento/aclaraciones"
Argentina,ARG,20201117,C3: Cancel public events,2,1,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201117,C4: Restrictions on gatherings,4,0,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201117,C5: Close public transport,2,0,"""Is public transportation operating? Yes.  Limited public transportation within cities with strict limitations is operating.   In the Buenos Aires metropolitan area, only essential workers with a circulation permit may board public transportation. These regulations are likely to remain in place for the duration of the quarantine order. Travelers should expect further travel disruptions with little notice.  Long-haul intercity transportation options are restricted to essential workers as outlined in the national quarantine order as well as those seeking medical treatment.  The Government of Argentina has also indicated that U.S. citizens may use these transportation options to connect with confirmed international departure opportunities from Buenos Aires.  All passengers are required to have a valid Certificado Único de Circulación to travel and should consult transportation provider and local officials regarding travel eligibility and additional requirements.""  https://web.archive.org/web/20201123175632/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201117,C6: Stay at home requirements,2,0,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201117,C7: Restrictions on internal movement,2,0,"""Are there restrictions on intercity or interstate travel? Yes.  Travel between cities, departments, and provinces is restricted. Additional information about movement exemptions can be found here  (In Spanish). Individual provinces may require additional local permits to enter or transit.  The government of Argentina has implemented additional travel restrictions to limit the spread of COVID-19. Only travelers with confirmed international flight reservations may travel from the provinces to the Buenos Aires metro area 24 hours in advance of the flight. U.S. Citizens intending to depart Argentina should carefully review and understand the documentary requirements in the “Departing Argentina,” and “Travel to Buenos Aires,” sections of this page (below) before planning their travel.""  https://web.archive.org/web/20201123175632/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201117,C8: International travel controls,3,,"""Argentine authorities are implementing a “tourism pilot program” for citizens and residents of bordering countries traveling to the Buenos Aires Metropolitan Area for tourism.  This program does not apply to the United States.  In addition to the sworn statement required of all passengers entering Argentina, persons entering under this pilot program must also present a negative COVID-19 PCR test within the 72 hours before travel and proof of medical insurance for COVID-19 that covers hospitalization or isolation for the duration of their stay in Argentina. Travelers under the program  must enter Argentina at Ministro Pistarini Ezeiza International Airport, San Fernando International Airport, or the Buquebus Ferry Terminal in Buenos Aires.  As Argentine authorities are still finalizing the details of this pilot program, persons who believe they meet its requirements should contact Argentine immigration directly.  The U.S. Department of State continues to advise against all travel to Argentina, and the Level 4 “Do Not Travel” advisory for Argentina remains in effect.""  https://web.archive.org/web/20201123175632/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201117,E1: Income support,1,1,""" With the priority objective of assisting and containing vulnerable sectors of the citizenry and the inescapable purpose of guaranteeing essential rights, the National Government establishes an increase in the income ranges of the family group and the amounts of family allowances of 7.50%. The regulations comply with the provisions of Law 24,714, which stipulates the corresponding variations and exceptions."" (Google translation)    Source: http://web.archive.org/web/*/https://www.boletinoficial.gob.ar/detalleAviso/primera/234428/20200902 (in Spanish)"
Argentina,ARG,20201117,E2: Debt/contract relief,2,,"Rent amounts and mortgage loans are frozen. Until January 31, 2021, the monthly amount that was paid in March of this year will be payable. The provision includes UVA credits.  https://web.archive.org/web/*/https://www.argentina.gob.ar/economia/medidas-economicas-COVID19/alquileres"
Argentina,ARG,20201117,H1: Public information campaigns,2,1,"Coordinated public information campaign via this website: https://web.archive.org/web/*/https://www.argentina.gob.ar/salud/coronavirus-COVID-19"
Argentina,ARG,20201117,H2: Testing policy,2,,"Testing for those who are suspected, and ""the test that is carried out is the PCR, with a special circuit to have the result as soon as possible and thus be able to confirm or rule out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201117,H3: Contact tracing,2,,"""Close contacts will be identified and monitored daily for 14 days. The need for social assistance will be assessed to make isolation possible.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201117,H6: Facial Coverings,3,1,"""Masks or other face coverings are mandatory nationwide in public spaces, including public transportation and passenger vehicles.""  https://web.archive.org/web/*/https://ar.usembassy.gov/covid-19/  https://web.archive.org/web/20201110061316/https://www.argentina.gob.ar/salud/coronavirus/poblacion/salir-de-casa"
Argentina,ARG,20201124,C1: School closing,3,1,"Ministry of Education is actively working on the ""Seguimos Educando"" plan, considering remote and hybrid schemas for education for 2021. In the meantime education remains remote.  https://web.archive.org/web/*/https://www.argentina.gob.ar/educacion/seguimos-educando-en-las-escuelas"
Argentina,ARG,20201124,C2: Workplace closing,2,0,"Since March 20, 2020, ""the workers achieved by the ""preventive and compulsory social isolation"" should not attend their place of work. When their tasks or other similar tasks can be carried out from the place of isolation, they must establish with their employer, within the framework of good contractual faith, the conditions for carrying them out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento/aclaraciones"
Argentina,ARG,20201124,C3: Cancel public events,2,1,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201124,C4: Restrictions on gatherings,4,0,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201124,C5: Close public transport,2,0,"""Is public transportation operating? Yes.  Limited public transportation within cities with strict limitations is operating.   In the Buenos Aires metropolitan area, only essential workers with a circulation permit may board public transportation. These regulations are likely to remain in place for the duration of the quarantine order. Travelers should expect further travel disruptions with little notice.  Long-haul intercity transportation options are restricted to essential workers as outlined in the national quarantine order as well as those seeking medical treatment.  The Government of Argentina has also indicated that U.S. citizens may use these transportation options to connect with confirmed international departure opportunities from Buenos Aires.  All passengers are required to have a valid Certificado Único de Circulación to travel and should consult transportation provider and local officials regarding travel eligibility and additional requirements.""  https://web.archive.org/web/*/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201124,C6: Stay at home requirements,2,0,"""In order to protect public health against the spread of the new coronavirus, it was established that all people who live, or are temporarily, in the jurisdictions where this regulation governs must remain in their usual homes, only being able to make minimal movements and Essential to stock up on cleaning supplies, medicines and food.""   https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento"
Argentina,ARG,20201124,C7: Restrictions on internal movement,2,0,"""Are there restrictions on intercity or interstate travel? Yes.  Travel between cities, departments, and provinces is restricted. Additional information about movement exemptions can be found here  (In Spanish). Individual provinces may require additional local permits to enter or transit.  The government of Argentina has implemented additional travel restrictions to limit the spread of COVID-19. Only travelers with confirmed international flight reservations may travel from the provinces to the Buenos Aires metro area 24 hours in advance of the flight. U.S. Citizens intending to depart Argentina should carefully review and understand the documentary requirements in the “Departing Argentina,” and “Travel to Buenos Aires,” sections of this page (below) before planning their travel.""  https://web.archive.org/web/*/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201124,C8: International travel controls,3,,"""Argentine authorities are implementing a “tourism pilot program” for citizens and residents of bordering countries traveling to the Buenos Aires Metropolitan Area for tourism.  This program does not apply to the United States.  In addition to the sworn statement required of all passengers entering Argentina, persons entering under this pilot program must also present a negative COVID-19 PCR test within the 72 hours before travel and proof of medical insurance for COVID-19 that covers hospitalization or isolation for the duration of their stay in Argentina. Travelers under the program  must enter Argentina at Ministro Pistarini Ezeiza International Airport, San Fernando International Airport, or the Buquebus Ferry Terminal in Buenos Aires.  As Argentine authorities are still finalizing the details of this pilot program, persons who believe they meet its requirements should contact Argentine immigration directly.  The U.S. Department of State continues to advise against all travel to Argentina, and the Level 4 “Do Not Travel” advisory for Argentina remains in effect.""  https://web.archive.org/web/*/https://ar.usembassy.gov/covid-19/"
Argentina,ARG,20201124,E1: Income support,1,1,""" With the priority objective of assisting and containing vulnerable sectors of the citizenry and the inescapable purpose of guaranteeing essential rights, the National Government establishes an increase in the income ranges of the family group and the amounts of family allowances of 7.50%. The regulations comply with the provisions of Law 24,714, which stipulates the corresponding variations and exceptions."" (Google translation)    Source: http://web.archive.org/web/*/https://www.boletinoficial.gob.ar/detalleAviso/primera/234428/20200902 (in Spanish)"
Argentina,ARG,20201124,E2: Debt/contract relief,2,,"Rent amounts and mortgage loans are frozen. Until January 31, 2021, the monthly amount that was paid in March of this year will be payable. The provision includes UVA credits.  https://web.archive.org/web/*/https://www.argentina.gob.ar/economia/medidas-economicas-COVID19/alquileres"
Argentina,ARG,20201124,H1: Public information campaigns,2,1,"Coordinated public information campaign via this website: https://web.archive.org/web/*/https://www.argentina.gob.ar/salud/coronavirus-COVID-19"
Argentina,ARG,20201124,H2: Testing policy,2,,"Testing for those who are suspected, and ""the test that is carried out is the PCR, with a special circuit to have the result as soon as possible and thus be able to confirm or rule out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar  "
Argentina,ARG,20201124,H3: Contact tracing,2,,"""Close contacts will be identified and monitored daily for 14 days. The need for social assistance will be assessed to make isolation possible.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/detectar"
Argentina,ARG,20201124,H6: Facial Coverings,3,1,"""Masks or other face coverings are mandatory nationwide in public spaces, including public transportation and passenger vehicles.""  https://web.archive.org/web/*/https://ar.usembassy.gov/covid-19/  https://web.archive.org/web/20201110061316/https://www.argentina.gob.ar/salud/coronavirus/poblacion/salir-de-casa"
Argentina,ARG,20201201,C1: School closing,3,1,"For now, the schools are still closed, but the Ministry of Education has determined possible school opening dates in 2021/  https://web.archive.org/web/*/https://www.argentina.gob.ar/educacion/seguimos-educando-en-las-escuelashttps://web.archive.org/web/20201207164437/https://www.argentina.gob.ar/noticias/el-nuevo-calendario-2021-preve-como-ordenador-las-clases-presenciales-y-consolida-la"
Argentina,ARG,20201201,C2: Workplace closing,2,0,"Since March 20, 2020, ""the workers achieved by the ""preventive and compulsory social isolation"" should not attend their place of work. When their tasks or other similar tasks can be carried out from the place of isolation, they must establish with their employer, within the framework of good contractual faith, the conditions for carrying them out.""  https://web.archive.org/web/*/https://www.argentina.gob.ar/coronavirus/aislamiento/aclaraciones"
